,0,1
27457,"canadensis 748, 751 ",habitat
27458,"compositus 748, 749, 751 ",habitat
27459,"elatus748, 751 ",habitat
27460,"flagellaris 749, 751 ",habitat
27461,"glabellus 750, 753 ",habitat
27462,"grandiflorus 749, 750, 753 ",habitat
27463,"hyssopifolius 749, 750, 753 ",habitat
27464,"lanatus 749, 753 ",habitat
27465,"lonchophyllus 748, 753 ",habitat
27466,"ochroleucus var. scribneri 749, 753 ",habitat
27467,"pallens 749, 753 ",habitat
27468,peregrinus ssp. callianthemus var. ,habitat
27469,"scaposus 750, 754 ",morphology
27470,"philadelphicus 750, 754 ",habitat
27471,"pumilus 749, 754 ",habitat
27472,"radicatus 749, 754 ",habitat
27473,"scotteri 748, 749, 754 ",habitat
27474,"speciosus 750, 754 ",habitat
27475,"uniflorus var. unalaschkensis 748, 754 ",habitat
27476,"Eriogonum 24, 308, 309 ",key
27477,androsaceum 309 ,taxon_identification
27478,cernuum 309 ,taxon_identification
27479,"flavum 309, 310,311 ",habitat
27480,"multiceps 309, 310 ",taxon_identification
27481,"ovalifolium 309, 310 ",taxon_identification
27482,subalpinum 310 ,taxon_identification
27483,"umbellatum 309, 310 ",taxon_identification
27484,"Eriophorum 182, 239 ",taxon_identification
27485,angustifolium 239 ,taxon_identification
27486,brachyantherum 239 ,taxon_identification
27487,"callitrix 239, 240 ",habitat
27488,"chamissonis 239, 240 ",habitat
27489,f. albidum 240 ,taxon_identification
27490,"gracile 239, 240 ",taxon_identification
27491,"scheuchzeri 239, 240 ",habitat
27492,"vaginatum 239, 240 ",taxon_identification
27493,ssp. spissum 240 ,habitat
27494,"viridi-carinatum 239, 240 ",habitat
27495,Erodium 504 ,taxon_identification
27496,cicutarium 504 ,taxon_identification
27497,"Eruca391,406 ",morphology
27498,sativa 406 ,taxon_identification
27499,"Erucastrum 392, 407 ",habitat
27500,gallicum 407 ,taxon_identification
27501,"Eryngium 548, 553 ",habitat
27502,planum 553 ,morphology
27503,"Erysimum 392, 393, 407 ",habitat
27504,"asperum 407, 408, 804 ",habitat
27505,cheiranthoides 407 ,taxon_identification
27506,"hieracifolium 407, 409 ",habitat
27507,"inconspicuum 407, 409 ",habitat
27508,"pallassii 407, 409 ",habitat
27509,parviflorum 409 ,taxon_identification
27511,"Erythronium 257, 262 ",habitat
27512,"grandiflorum 262, 263 ",habitat
27513,"Eupatorium 705, 755 ",key
27514,bruneri ,taxon_identification
27515,maculatum 755 ,taxon_identification
27516,var. bruneri 755 ,habitat
27517,perforatum 755 ,taxon_identification
27518,Euphorbia 511 ,taxon_identification
27519,cyparissias 51 1 ,key
27520,"esula 51 1,512, 513 ",habitat
27521,"geyeri 511, 512 ",habitat
27522,glyptosperma 5 1 2 ,key
27523,"helioscopia 51 1, 512 ",key
27524,"lucida 51 1,512 ",key
27525,"marginata 511,512 ",taxon_identification
27526,"peplus 511,512 ",taxon_identification
27527,"serpyllifolia 511, 512 ",habitat
27528,var. hirtella 512 ,habitat
27529,"Euphorbiaceae 23, 51 1 ",key
27530,"Euphrasia 639, 644 ",habitat
27531,arctica 644 ,taxon_identification
27532,var. dolosa 644 ,habitat
27533,"Eurotia 326, 338 ",taxon_identification
27534,"lanata 337, 338 ",taxon_identification
27535,"Eutrema 393, 409 ",taxon_identification
27536,edwardsii 409 ,taxon_identification
27537,"Extensae 189, 191, 197 ",habitat
27539,"subulata 127, 131 ",taxon_identification
27540,"viridula 127, 132 ",taxon_identification
27541,Festuceae 77-79 ,taxon_identification
27542,"Festucoideae 78, 79 ",key
27543,Filifoliae 186 ,taxon_identification
27544,Firmiculmes 186 ,taxon_identification
27545,Foetidae 186 ,taxon_identification
27546,Folliculatae 188 ,taxon_identification
27547,"Fragaria 437, 442 ",habitat
27548,americana 442 ,taxon_identification
27549,glauca 443 ,taxon_identification
27550,vesca var. americana 442 ,taxon_identification
27551,virginiana 442 ,taxon_identification
27552,virginiana var. glauca 443 ,key
27553,Franseria 685 ,taxon_identification
27554,acanthicarpa 685 ,taxon_identification
27555,Fraxinus 587 ,taxon_identification
27556,campestris 587 ,taxon_identification
27557,nigra 587 ,key
27558,"pennsylvanica var. austinii 587, 588 ",habitat
27559,var. subintegerrima 587 ,habitat
27560,"Fritillaria 257, 262 ",habitat
27561,pudica 262 ,taxon_identification
27562,"Fumaria 385, 386 ",habitat
27563,officinalis 386 ,taxon_identification
27564,"Fumariaceae 28, 385 ",key
27566,"Fagaceae 25, 303 ",key
27567,"Fagopyrum 309, 310 ",taxon_identification
27568,esculentum 310 ,taxon_identification
27569,"tataricum 310,312 ",taxon_identification
27570,"Ferrugineae 189, 197 ",habitat
27571,"Festuca 80, 127 ",taxon_identification
27572,altaica 128 ,taxon_identification
27573,f. scabrella 128 ,taxon_identification
27574,doreana 128 ,taxon_identification
27575,"elatior 127, 129 ",taxon_identification
27576,var. arundinacea 129 ,taxon_identification
27577,"hallii 128, 129 ",taxon_identification
27578,"idahoensis 128, 129, 130 ",habitat
27579,"obtusa 127, 129 ",taxon_identification
27580,"occidentalis 128, 131 ",taxon_identification
27581,"octoflora 127, 131 ",taxon_identification
27582,"ovina 128, 131 ",taxon_identification
27583,ssp. eu-ovina 131 ,habitat
27584,var. saximontana 131 ,taxon_identification
27585,var. vulgaris 131 ,key
27586,"rubra 128, 131 ",taxon_identification
27587,ssp. eu-rubra 131 ,habitat
27588,subvar. arenaria 131 ,taxon_identification
27589,var. genuina 131 ,taxon_identification
27590,saximontana 131 ,taxon_identification
27591,scabrella 128 ,taxon_identification
27593,"Gaillardia 684, 706, 755 ",habitat
27594,"aristata 755, 756 ",habitat
27595,"Galeopsis 621, 623 ",habitat
27596,speciosa 623 ,taxon_identification
27597,tetrahit 623 ,taxon_identification
27598,"Galinsoga 708, 757 ",habitat
27599,ciliata 757 ,taxon_identification
27600,parviflora 757 ,taxon_identification
27601,Galium 667 ,taxon_identification
27602,"aparine 667, 668 ",habitat
27603,aparine var. vaillantii 668 ,habitat
27604,"boreale 667, 668, 669 ",habitat
27605,var. intermedia 668 ,taxon_identification
27606,palustre 668 ,taxon_identification
27607,septenthonale 668 ,taxon_identification
27608,trifidum 668 ,taxon_identification
27609,"triflorum 667, 668 ",habitat
27610,vaillantii 668 ,taxon_identification
27611,"verum 667, 670 ",habitat
27612,"Gaultheria 572, 575 ",habitat
27613,hispidula 575 ,taxon_identification
27614,humifusa 575 ,taxon_identification
27615,procumbens 575 ,taxon_identification
27616,"Gaura 536, 539 ",habitat
27617,coccinea 539 ,taxon_identification
27618,var. glabra 539 ,taxon_identification
27620,"Gayophytum 536, 540 ",habitat
27621,humile 540 ,taxon_identification
27622,Gentiana 589 ,taxon_identification
27623,acuta 590 ,taxon_identification
27624,"affinis 589, 590 ",habitat
27625,amarella 590 ,taxon_identification
27626,"andrewsii 589, 590 ",habitat
27627,f. albiflora 590 ,taxon_identification
27628,"aquatica 589, 590 ",habitat
27629,"calycosa 589, 590 ",habitat
27630,"crinita589, 591 ",morphology
27631,var. browniana 591 ,key
27632,var. tonsa 591 ,key
27633,detonsa 589 ,taxon_identification
27634,var. raupii 591 ,habitat
27635,flavida 590 ,taxon_identification
27636,fremontii 590 ,taxon_identification
27637,"glauca589, 591 ",morphology
27638,interrupta 590 ,taxon_identification
27639,"linearis 589, 591 ",habitat
27640,macounii 591 ,taxon_identification
27641,plebeia 590 ,taxon_identification
27642,procera 591 ,taxon_identification
27643,"propinqua 590, 591 ",habitat
27644,prostrata 590 ,taxon_identification
27645,puberula 591 ,taxon_identification
27646,"puberulenta 589, 591 ",habitat
27647,scopulorum 590 ,taxon_identification
27648,strictiflora 590 ,taxon_identification
27649,"Gentianaceae 31, 589 ",taxon_identification
27650,Geocaulon lividum 305 ,taxon_identification
27651,Geoprumnon crassicarpum 469 ,taxon_identification
27652,"Geraniaceae 27, 504 ",key
27653,Geranium 504 ,taxon_identification
27654,"bicknellii 504, 505 ",habitat
27655,"carolinianum 504, 505 ",taxon_identification
27656,"pusillum 504, 505 ",habitat
27657,"richardsonii 504, 505 ",taxon_identification
27658,strigosum 505 ,taxon_identification
27659,"viscosissimum 504, 505, 506 ",habitat
27660,"Geum 437, 443 ",habitat
27661,aleppicum 443 ,taxon_identification
27662,perincisum 443 ,taxon_identification
27663,rivale 443 ,taxon_identification
27664,strictum 443 ,taxon_identification
27665,"triflorum 443, 444, 445 ",habitat
27666,Gilia 600 ,taxon_identification
27667,"aggregata 600, 602 ",habitat
27668,"congesta 600, 602 ",taxon_identification
27669,"Glaux 24, 580, 583 ",key
27670,maritima 583 ,taxon_identification
27671,"Glechoma 621, 623 ",habitat
27672,hederacea 623 ,taxon_identification
27673,"Glyceria80, 132 ",habitat
27675,"borealis 132, 133 ",taxon_identification
27676,elata 133 ,taxon_identification
27677,"fluitans 132, 133 ",taxon_identification
27678,"grandis 132, 133, 134 ",key
27679,maxima 133 ,taxon_identification
27680,ssp. grandis 133 ,habitat
27681,var. americana 133 ,key
27682,"pauciflora 132, 133 ",taxon_identification
27683,"pulchella 132, 133 ",taxon_identification
27684,"striata 132, 135 ",taxon_identification
27685,"Glycyrrhiza 463, 476 ",habitat
27686,"lepidota 476, 477 ",habitat
27687,"Gnaphalium 704, 757 ",habitat
27688,macounii 758 ,taxon_identification
27689,microcephalum 757 ,taxon_identification
27690,"palustre 757, 758 ",key
27691,"uliginosum 757, 758 ",habitat
27692,"viscosum 757, 758 ",habitat
27693,"Goodyera 271, 275 ",taxon_identification
27694,"oblongifolia 275, 276 ",taxon_identification
27695,"repens 275, 276 ",taxon_identification
27696,var. ophioides 276 ,taxon_identification
27697,Gracillimae 190 ,taxon_identification
27698,"Gramineae 22, 73, 74 ",key
27699,"Granulares 190, 197 ",habitat
27700,"Gratiola 638, 644 ",habitat
27701,neglecta 644 ,taxon_identification
27702,"Grindelia 706, 758 ",habitat
27703,perennis 758 ,taxon_identification
27704,squarrosa 758 ,taxon_identification
27705,"Gutierrezia 706, 758 ",habitat
27706,divers if o I ia 758 ,habitat
27707,sarothrae 758 ,taxon_identification
27708,"Gymnospermae 20, 21, 56, 790 ",key
27709,"Gypsophila 347, 353 ",habitat
27710,acutifolia 353 ,taxon_identification
27711,elegans 353 ,taxon_identification
27712,paniculata 353 ,taxon_identification
27714,"Habenaria 270, 276 ",taxon_identification
27715,bracteata 277 ,taxon_identification
27716,dilatata 276 ,taxon_identification
27717,hookeri 276 ,taxon_identification
27718,"hyperborea 272, 276, 277 ",taxon_identification
27719,"obtusata 276, 277 ",taxon_identification
27720,"orbiculata 276, 277 ",taxon_identification
27721,"saccata 276, 277 ",taxon_identification
27722,"unalascensis 276, 277 ",taxon_identification
27723,"viridis var. bracteata 276, 277 ",taxon_identification
27724,Hackelia americana 612 ,taxon_identification
27725,floribunda 6 1 3 ,key
27726,"Halenia 589, 592 ",habitat
27727,deflexa 592 ,taxon_identification
27729,"Halimolobos 393, 409 ",habitat
27730,virgata 409 ,taxon_identification
27731,"Haloragaceae 23, 26, 543 ",key
27732,"Haplopappus 705, 706, 758 ",habitat
27733,armerioides 759 ,taxon_identification
27734,lanceolatus 759 ,taxon_identification
27735,lyallii 759 ,taxon_identification
27736,"nuttallii 758, 759 ",key
27737,"spinulosus 758, 759, 760 ",habitat
27738,"Hedeoma 621, 624 ",habitat
27739,hispida 624 ,taxon_identification
27740,"Hedysarum 463, 476 ",habitat
27741,alpinum 479 ,taxon_identification
27742,"var. americanum 476, 478 ",habitat
27743,americanum 476 ,taxon_identification
27744,"boreale 476, 479 ",habitat
27745,var. boreale 479 ,habitat
27746,var. cinerascens 479 ,taxon_identification
27747,var. mackenzii 479 ,habitat
27748,"sulphurescens 476, 479 ",habitat
27749,"Helenium706, 761 ",habitat
27750,autumnale var. montanum 761 ,taxon_identification
27751,montanum 761 ,taxon_identification
27752,"Heleonastes 187, 192 ",habitat
27753,Helianthemum 525 ,taxon_identification
27754,bicknellii 525 ,taxon_identification
27755,"Helianthus 684, 707, 761 ",habitat
27756,annuus 761 ,taxon_identification
27757,f. lenticularis 761 ,taxon_identification
27758,var. giganteus 761 ,taxon_identification
27759,annuus 762 ,taxon_identification
27760,ssp. lenticularis 762 ,habitat
27761,aridus 762 ,taxon_identification
27762,"couplandii 761, 762 ",habitat
27763,"laetiflorus var. subrhomboideus 761 maximilianii 761, 762, 763 ",habitat
27764,"nuttallii 761, 762 ",taxon_identification
27765,var. subtuberosus 762 ,habitat
27766,petiolaris 762 ,taxon_identification
27767,"tuberosus 761, 764 ",habitat
27768,"Helictotrichon 81, 135 ",key
27769,hookeri 135 ,taxon_identification
27770,"Heliopsis 707, 764 ",habitat
27771,helianthoides var. scabra 764 ,key
27772,"Heliotropium 609, 612 ",habitat
27773,curassavicum var. obovatum 612 ,habitat
27774,spathulatum 612 ,taxon_identification
27775,"Hepatica 363, 374 ",habitat
27776,nobilis 374 ,taxon_identification
27777,"Heracleum 548, 555 ",habitat
27778,"lanatum 555, 556 ",habitat
27779,maximum 555 ,taxon_identification
27780,"Hesperis 393, 409 ",taxon_identification
27781,matronalis 409 ,taxon_identification
27783,Heuchera 421 ,taxon_identification
27784,"cylindrica 421, 422 ",taxon_identification
27785,var. glabella 422 ,key
27786,"glabra 421, 422 ",taxon_identification
27787,"parvifolia var. dissecta 421, 422 ",habitat
27788,"richardsonii 421, 422, 423 ",habitat
27789,"Hieracium689, 690, 694 ",habitat
27790,albertinum 694 ,taxon_identification
27791,albiflorum 694 ,taxon_identification
27792,aurantiacum 694 ,taxon_identification
27793,canadense 695 ,taxon_identification
27794,"cynoglossoides 694, 695 ",habitat
27795,"triste var. gracile 694, 695 ",habitat
27796,"umbellatum 694, 695 ",habitat
27797,"Hierochloe83, 135 ",habitat
27798,alpina 135 ,taxon_identification
27799,"odorata 135, 136 ",taxon_identification
27800,"Hippuris 23, 543 ",key
27801,vulgaris 543 ,taxon_identification
27802,"Hirtae 188, 197 ",habitat
27803,Homalobus caespitosus 474 ,taxon_identification
27804,serotinus All ,habitat
27805,tenellus 475 ,taxon_identification
27806,vexilliflexus 475 ,taxon_identification
27807,"Hordeae 77, 78, 80 ",key
27808,"Hordeum81, 137 ",habitat
27809,brachyantherum 137 ,taxon_identification
27810,distichon 137 ,taxon_identification
27811,hexastichon 137 ,taxon_identification
27812,"jubatum 137, 138 ",habitat
27813,var. boreale 137 ,habitat
27814,var. caespitosum 137 ,key
27815,pusillum 137 ,taxon_identification
27816,vulgare 137 ,key
27817,"Houstonia 667, 670 ",habitat
27818,longifolia 670 ,taxon_identification
27819,"Hudsonia 525, 526 ",habitat
27820,tomentosa 526 ,taxon_identification
27821,Humulus 304 ,taxon_identification
27822,lupulus 304 ,taxon_identification
27823,Hutchinsia procumbens 410 ,taxon_identification
27824,"Hydrocharitaceae 22, 73 ",key
27825,"Hydrophyllaceae 31, 605 ",taxon_identification
27826,Hydrophyllum 605 ,taxon_identification
27827,capitatum 605 ,taxon_identification
27828,"Hymenolobus 389, 409 ",taxon_identification
27829,procumbens 409 ,taxon_identification
27830,"Hymenopappus 705, 764 ",key
27831,filifolius 764 ,taxon_identification
27832,var. polycephalus 764 ,key
27833,Hymenoxys 706 ,taxon_identification
27834,acaulis 764 ,taxon_identification
27835,"richardsonii 764, 765 ",key
27836,Hyoscyamus 631 ,taxon_identification
27837,"niger 631, 632 ",habitat
27839,"Hypericaceae 26, 522 ",taxon_identification
27840,Hypericum 522 ,taxon_identification
27841,canadense 522 ,taxon_identification
27842,"formosum var. nortoniae 522, 525 ",habitat
27843,"majus 522, 525 ",habitat
27844,"virginicum var. fraseri 522, 525 ",taxon_identification
27845,"Hypochoeris 689, 695 ",habitat
27846,radicata 695 ,taxon_identification
27847,Hypopithys latisquama 57 1 ,key
27848,Hypoxis 268 ,taxon_identification
27849,hirsuta 268 ,taxon_identification
27850,"Hyssopus 620, 624 ",habitat
27851,officinalis 624 ,taxon_identification
27852,Iliamna 520 ,taxon_identification
27853,rivularis 520 ,taxon_identification
27854,Impatiens 508 ,taxon_identification
27855,"biflora508, 510 ",habitat
27856,capensis 508 ,taxon_identification
27857,"noli-tangere 508, 510 ",habitat
27858,occidentalis 510 ,taxon_identification
27859,Intermediae 187 ,taxon_identification
27860,"Iridaceae 22, 268 ",taxon_identification
27861,"Iris 268, 269 ",taxon_identification
27862,pseudacorus 269 ,taxon_identification
27863,versicolor 269 ,taxon_identification
27864,"Isoetaceae 20, 50 ",key
27865,Isoetes 50 ,key
27866,"bolanderi 50, 51 ",key
27867,echinospora 51 ,taxon_identification
27868,var. braunii 51 ,key
27869,"Iva 683, 686 ",habitat
27870,axillaris 686 ,taxon_identification
27871,"xanthifolia 686, 687 ",habitat
27872,"Juncaceae 22, 74, 246 ",key
27873,"Juncaginaceae 22, 68 ",key
27874,Juncus 247 ,taxon_identification
27875,"albescens 248, 249 ",habitat
27876,alpinus 249 ,taxon_identification
27877,"arcticus 247, 249 ",habitat
27878,"articulatus 249, 250 ",habitat
27879,"balticus 247, 250 ",habitat
27880,var. littoralis 250 ,habitat
27881,"var. montanus 250, 251 ",habitat
27882,"biglumis 248, 250 ",habitat
27883,"brevicaudatus 249, 250 ",habitat
27884,"bufonius 247, 250 ",habitat
27885,"canadensis 249, 250 ",habitat
27886,"castaneus 248, 252 ",habitat
27887,"compressus 248, 252 ",habitat
27888,"confusus 248, 252 ",habitat
27889,"drummondii 247, 252 ",habitat
27890,"dudleyi 248, 252 ",habitat
27891,"ensifolius 248, 252 ",habitat
27893,"filiformis 247, 252 ",habitat
27894,"longistylis 248, 253 ",habitat
27895,"mertensianus 248, 253 ",habitat
27896,"nodosus 248, 253 ",habitat
27897,"parryi 247, 253 ",taxon_identification
27898,"saximontanus 248, 253 ",habitat
27899,"tenuis 248, 253 ",habitat
27900,var. dudleyi 252 ,taxon_identification
27901,"torreyi 249, 254 ",habitat
27902,"tracyi 248, 254 ",habitat
27903,"vaseyi 248, 254 ",habitat
27904,Juniperus 60 ,taxon_identification
27905,communis 60 ,taxon_identification
27906,var. depressa 60 ,key
27907,"horizontalis 60, 61 > 62 ",key
27908,"scopulorum 60, 61 ",key
27909,sibirica 60 ,taxon_identification
27910,"Kalmia 28, 571,575 ",key
27911,polifolia 575 ,taxon_identification
27912,Kentrophyta montana 472 ,taxon_identification
27913,Knautia681 ,morphology
27914,arvensis 681 ,taxon_identification
27915,"Kobresia 182,241 ",taxon_identification
27916,myosuroides 241 ,taxon_identification
27917,simpliciuscula 241 ,taxon_identification
27918,"Kochia 326, 338 ",taxon_identification
27919,scoparia 338 ,taxon_identification
27920,"Koeleria81, 137 ",habitat
27921,"gracilis 137, 139 ",taxon_identification
27922,ssp. eugracilis 140 ,habitat
27923,ssp. nitida 140 ,habitat
27924,var. glabra 140 ,taxon_identification
27925,var. typica 140 ,key
27926,"Krigia 690, 695 ",key
27927,biflora 695 ,taxon_identification
27928,"Labia tae 30, 31,620 ",key
27929,"Lactuca 684, 690, 695 ",habitat
27930,"biennis 695, 696 ",habitat
27931,canadensis 696 ,taxon_identification
27932,floridana 696 ,taxon_identification
27933,"ludoviciana 695, 696 ",habitat
27934,"pulchella 695, 696 ",key
27935,"serriola 695, 696 ",habitat
27936,var. integrata 697 ,key
27937,spicata 696 ,habitat
27938,virosa 697 ,taxon_identification
27939,"Lamium 621, 624 ",habitat
27940,album 624 ,taxon_identification
27941,amplexicaule 624 ,taxon_identification
27942,Laportea 304 ,taxon_identification
27943,canadensis 304 ,taxon_identification
27944,"Lappula 609, 612, 804 ",habitat
27945,americana 6 1 2 ,key
27947,"deflexa var. americana 612, 804 ",habitat
27948,echinata 612 ,taxon_identification
27949,var. occidentalis 612 ,habitat
27950,"floribunda 612, 613 ",taxon_identification
27951,"jessicae 612, 613 ",habitat
27952,occidentalis 612 ,taxon_identification
27953,"Lapsana 689, 697 ",habitat
27954,communis 697 ,taxon_identification
27955,"Larix 56, 57 ",key
27956,laricina 57 ,taxon_identification
27957,lyallii 57 ,taxon_identification
27958,occidentalis 57 ,key
27959,"Lathyrus 462, 479 ",habitat
27960,"japonicus 479, 480 ",habitat
27961,ssp. maritimus 480 ,habitat
27962,"ochroleucus 479, 480, 481 ",habitat
27963,odoratus 479 ,taxon_identification
27964,"palustris 479, 480 ",taxon_identification
27965,"sativus 479, 480 ",habitat
27966,"tuberosus 479, 480 ",habitat
27967,"venosus 479, 480 ",habitat
27968,var. intonsus 480 ,key
27969,Lavatera thuringiaca 520 ,taxon_identification
27970,Lavauxiaflava 541 ,morphology
27971,Laxiflorae 190 ,taxon_identification
27972,"Lechea 525, 526 ",habitat
27973,intermedia 526 ,taxon_identification
27974,stricta 526 ,habitat
27975,"Ledum 571, 575 ",habitat
27976,"glandulosum 575, 576 ",habitat
27977,groenlandicum 576 ,taxon_identification
27978,"palustre 575, 576 ",habitat
27979,var. decumbens 576 ,key
27980,var. latifolium 576 ,key
27981,"Leersia 83, 140 ",key
27982,oryzoides 140 ,taxon_identification
27983,"Leguminosae 27, 28, 462 ",key
27984,Lemna 245 ,taxon_identification
27985,minor 245 ,taxon_identification
27986,trisulca 245 ,taxon_identification
27987,"Lemnaceae 21, 245 ",taxon_identification
27988,"Lentibulariaceae 31, 659 ",habitat
27989,"Leonurus 621, 624 ",habitat
27990,cardiaca 624 ,morphology
27991,"sibiricus 624, 625 ",habitat
27992,Lepachys columnifera 770 ,taxon_identification
27993,"Lepidium 389, 410 ",taxon_identification
27994,apetalum 411 ,taxon_identification
27995,campestre410 ,morphology
27996,"densiflorum 410, 41 1 ",key
27997,var. bourgeauanum 41 1 ,key
27998,"latifolium 410, 411 ",taxon_identification
27999,"perfoliatum410, 411 ",habitat
28000,"ramosissimum 410, 41 1 ",key
28001,"ruderale410,411 ",morphology
28003,"sativum 410, 41 1 ",key
28004,"Leptarrhena 421, 422 ",habitat
28005,pyrifolia 422 ,taxon_identification
28006,Leptilon canadense 75 1 ,key
28007,Leptotaenia multifida 557 ,taxon_identification
28008,"Lesquerella 391, 412 ",taxon_identification
28009,alpina var. spathulata 412 ,key
28010,arctica412 ,morphology
28011,var. purshii 412 ,taxon_identification
28012,"ludoviciana var. arenosa 390, 412, 413 ",habitat
28013,Leucanthemum vulgare 74 1 ,key
28014,Leucophysalis grandifiora 634 ,taxon_identification
28015,"Levisticum 548, 555 ",habitat
28016,officinale 555 ,taxon_identification
28017,"Lewisia 345, 346 ",habitat
28018,pygmaea 346 ,taxon_identification
28019,"Liatris 705, 766 ",taxon_identification
28020,ligulistylis 766 ,taxon_identification
28021,"punctata 766, 767 ",habitat
28022,"Lilaea 65, 66 ",key
28023,scillioides 66 ,key
28024,subulata 66 ,key
28025,"Liliaceae 22, 256, 804 ",taxon_identification
28026,"Lilium 256, 262 ",key
28027,philadelphicum 262 ,taxon_identification
28028,"var. andinum 262, 264 ",habitat
28029,Limnobotrya lacustris 428 ,taxon_identification
28030,Limnorchis dilatata 276 ,taxon_identification
28031,viridiflora 277 ,taxon_identification
28032,"Limosae 191, 198 ",habitat
28033,"Limosella 638, 644 ",habitat
28034,aquatica 644 ,taxon_identification
28035,"Linaceae 28, 507 ",taxon_identification
28036,"Linanthus 600, 602 ",habitat
28037,harknessii var. septenthonalis 602 ,habitat
28038,septentrionalis 602 ,taxon_identification
28039,"Linaria 638, 644 ",habitat
28040,canadensis 645 ,taxon_identification
28041,var. texana 645 ,key
28042,dalmatica 645 ,morphology
28043,maroccana 645 ,morphology
28044,vulgaris 645 ,taxon_identification
28045,"Linnaea 670, 671 ",habitat
28046,americana 67 1 ,key
28047,"borealis var. americana 671, 672 ",key
28048,Linum 507 ,taxon_identification
28049,compactum 508 ,taxon_identification
28050,lewisii 507 ,taxon_identification
28051,"pratense 507, 508 ",habitat
28052,"rigidum 507, 508, 509 ",habitat
28053,"sulcatum 507, 508 ",habitat
28054,"Liparis 271, 277 ",taxon_identification
28055,loeselii 277 ,taxon_identification
28056,"Listera 270, 277 ",taxon_identification
28057,"borealis 272, 278 ",taxon_identification
28059,caurina 278 ,taxon_identification
28060,convallarioides 278 ,taxon_identification
28061,"cordata 277, 278 ",taxon_identification
28062,"Lithophragma 420, 422 ",habitat
28063,bulbifera 422 ,taxon_identification
28064,"parviflora 422, 424 ",taxon_identification
28065,"Lithospermum 609, 613 ",habitat
28066,angustifolium 6 1 5 ,key
28067,arvense 613 ,taxon_identification
28068,canescens 613 ,taxon_identification
28069,"incisum 613, 614 ",habitat
28070,"officinale 613, 615 ",habitat
28071,"ruderale 613, 615 ",habitat
28072,"Loasaceae 27, 531 ",key
28073,Lobelia 680 ,taxon_identification
28074,dortmanna 680 ,taxon_identification
28075,kalmii 680 ,taxon_identification
28076,spicata var. hirtella 680 ,habitat
28077,strictiflora 680 ,taxon_identification
28078,"Lobeliaceae 31, 680 ",habitat
28079,"Loiseleuria 572, 576 ",morphology
28080,procumbens 576 ,taxon_identification
28081,"Lolium 80, 140 ",key
28082,multiflorum 140 ,taxon_identification
28083,perenne 140 ,taxon_identification
28084,"persicum 141, 142 ",habitat
28085,temulentum 141 ,taxon_identification
28086,"Lomatium 548, 549, 555, 559 ",habitat
28087,"cous 555, 557 ",habitat
28088,"dissectum var. multifidum 555, 557 ",habitat
28089,foeniculaceum 557 ,taxon_identification
28090,"macrocarpum 555, 557 ",habitat
28091,"orientale 555, 557 ",habitat
28092,"sandbergii 555, 557 ",habitat
28093,simplex 557 ,taxon_identification
28094,"triternatum 555, 557 ",habitat
28095,"villosum 555, 557, 558 ",habitat
28096,"Lomatogonium 589, 592 ",habitat
28097,rotatum 592 ,taxon_identification
28098,Longirostres 189 ,taxon_identification
28099,"Lonicera 670, 671 ",habitat
28100,"caerulea var. villosa 671, 673 ",taxon_identification
28101,dioica 673 ,taxon_identification
28102,"var. glaucescens 671, 672, 673 ",habitat
28103,glaucescens 673 ,taxon_identification
28104,"hirsuta var. schindleri 671, 673 ",habitat
28105,"involucrata 671, 673 ",taxon_identification
28106,"oblongifolia671,673 ",morphology
28107,"tatarica 671, 673 ",habitat
28108,"utahensis 671, 673 ",habitat
28109,villosa var. solonis 673 ,taxon_identification
28110,"Loranthaceae 23, 308 ",key
28111,"Lotus 463, 480 ",habitat
28112,americanus 482 ,taxon_identification
28113,corniculatus 482 ,taxon_identification
28115,pedunculatus 482 ,taxon_identification
28116,purshianus 482 ,taxon_identification
28117,"Luetkea 437, 444 ",habitat
28118,pectinata 444 ,taxon_identification
28119,"Lupinus 463, 483 ",habitat
28120,"argenteus 483, 484 ",habitat
28121,flexuosus 485 ,taxon_identification
28122,"minimus 482, 483 ",habitat
28123,nootkatensis 483 ,taxon_identification
28124,polyphyllus 483 ,taxon_identification
28125,"pusillus 482, 483 ",habitat
28126,"sericeus 482, 485 ",habitat
28127,Lupulinae 189 ,taxon_identification
28128,Luzula 254 ,taxon_identification
28129,"campestris 254, 255 ",taxon_identification
28130,"confusa 254, 255 ",habitat
28131,"glabrata 254, 255 ",habitat
28132,groenlandica 255 ,taxon_identification
28133,"parviflora 254, 255 ",taxon_identification
28134,pilosa 254 ,taxon_identification
28135,var. saltuensis 255 ,taxon_identification
28136,spicata 255 ,taxon_identification
28137,wahlenbergii 254 ,taxon_identification
28138,"Lychnis 347, 353 ",habitat
28139,"affinis 353, 354 ",habitat
28140,"alba 353, 354 ",taxon_identification
28141,"apetala 353, 354 ",habitat
28142,ssp. attenuata 354 ,habitat
28143,var. arctica 354 ,taxon_identification
28144,"drummondii 353, 354 ",taxon_identification
28145,"Lycium 631, 633 ",habitat
28146,halimifolium 633 ,taxon_identification
28147,"Lycopodiaceae 20, 5 1 ",key
28148,Lycopodium 51 ,taxon_identification
28149,"alpinum 51, 52 ",key
28150,"annotinum 51, 52 ",key
28151,"clavatum 51, 52 ",key
28152,"complanatum 51, 52, 53 ",key
28153,"inundatum 51, 52 ",key
